"URI","Title","RecordId","ParentType URI","From Date","To Date","Deity","Denomination","Issuer","Manufacture","Material","Mint","Object Type","Portrait","Region","State","Symbol_obv","Symbol_rev","Obverse Legend","Obverse Type","Reverse Legend","Reverse Type","Obverse Above","Reverse Above","Obverse Below","Reverse Below","Obverse Before","Reverse Before","Obverse Behind","Reverse Behind","Obverse Above or Behind","Obverse Behind or Before","Obverse Below or Behind","Obverse In Field","Reverse In Field","Obverse Left Field","Reverse Left Field","Obverse Right Field","Reverse Right Field","Obverse Exergue","Reverse Exergue","Obverse After Legend","Reverse Above, or Above and Below","Reverse Above, Below, or Both","Reverse Center","Reverse At Base","Date Record Modified"
"http://numismatics.org/crro/id/rrc-89.6","RRC 89/6","rrc-89.6","","-208","-208","Hercules","Quadrans","Club (Republican Moneyer)","Struck","Bronze","Italy (Southeast)","Coin","","","Roman Republic","Three pellets","Club||Three pellets","","Head of Hercules, right.","ROMA","Prow, right.","","Club","","","","Three pellets","Three pellets","","","","","","","","","","","","","","","","","","2025-05-27T04:01:48Z"
"http://numismatics.org/crro/id/rrc-89.7","RRC 89/7","rrc-89.7","","-208","-208","Mercury","Sextans","Club (Republican Moneyer)","Struck","Bronze","Italy (Southeast)","Coin","","","Roman Republic","Two pellets","Club||Two pellets","","Head of Mercury, right.","ROMA","Prow, right.","Two pellets","Club","","","","Two pellets","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:48Z"
"http://numismatics.org/crro/id/rrc-90.1","RRC 90/1","rrc-90.1","","-211","-208","Jupiter||Victory","Double victoriatus","Anonymous","Struck","Silver","Uncertain value","Coin","","","","","","","Laureate head of Jupiter, right. Border of dots.","ROMA","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:48Z"
"http://numismatics.org/crro/id/rrc-90.2","RRC 90/2","rrc-90.2","","-211","-208","Jupiter||Victory","Victoriatus","Anonymous","Struck","Silver","Uncertain value","Coin","","","","","","","Laureate head of Jupiter, right. Border of dots.","ROMA","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:48Z"
"http://numismatics.org/crro/id/rrc-91.1","RRC 91/1","rrc-91.1","","-211","-208","Jupiter||Victory","Victoriatus","Torque (Republican Moneyer)","Struck","Silver","Uncertain value","Coin","","","Roman Republic","","Torque","","Laureate head of Jupiter, right. Border of dots.","ROMA","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","","","","","","","Torque","","2025-05-27T04:01:49Z"
"http://numismatics.org/crro/id/rrc-92.1","RRC 92/1","rrc-92.1","","-211","-208","Jupiter||Victory","Victoriatus","Crot (Republican Moneyer)","Struck","Silver","Uncertain value","Coin","","","Roman Republic","","","","Laureate head of Jupiter, right. Border of dots.","CROT ROMA","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:49Z"
"http://numismatics.org/crro/id/rrc-93.1","RRC 93/1","rrc-93.1","","-211","-208","Jupiter||Victory","Victoriatus","MP (Republican Moneyer)","Struck","Silver","Uncertain value","Coin","","","Roman Republic","","","","Laureate head of Jupiter, right. Border of dots. | Laureate, small, head of Jupiter, right. Border of dots.","M͡P ROMA","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:51Z"
"http://numismatics.org/crro/id/rrc-43.2a","RRC 43/2a","rrc-43.2a","http://numismatics.org/crro/id/rrc-43.2","-214","-212","Saturn","Semis","Anonymous","Cast","Bronze","Luceria","Coin","","Apulia","","","S||L","","Laureate head of Saturn, right.","","Prow, right.","","S","","","","L","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:52Z"
"http://numismatics.org/crro/id/rrc-43.2b","RRC 43/2b","rrc-43.2b","http://numismatics.org/crro/id/rrc-43.2","-214","-212","Saturn","Semis","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","S","S||L","","Laureate head of Saturn, right.","ROMA","Prow, right.","","S","","","","L","S","","","","","","","","","","","","","","","","","","2025-05-27T04:00:52Z"
"http://numismatics.org/crro/id/rrc-43.3a","RRC 43/3a","rrc-43.3a","http://numismatics.org/crro/id/rrc-43.3","-214","-212","Minerva","Triens","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Four pellets||L","Four pellets","","Head of Minerva, right, wearing Corinthian helmet.","ROMA","Prow, right.","Four pellets","","","Four pellets","","","L","","","","","","","","","","","","","","","","","","2025-05-27T04:00:53Z"
"http://numismatics.org/crro/id/rrc-43.3b","RRC 43/3b","rrc-43.3b","http://numismatics.org/crro/id/rrc-43.3","-214","-212","Minerva","Triens","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Four pellets||L","Four pellets","","Head of Minerva, right, wearing Corinthian helmet.","ROMA","Prow, right.","Four pellets","","","Four pellets","L","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:53Z"
"http://numismatics.org/crro/id/rrc-43.3c","RRC 43/3c","rrc-43.3c","http://numismatics.org/crro/id/rrc-43.3","-214","-212","Minerva","Triens","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Four pellets||L","Four pellets||L","","Head of Minerva, right, wearing Corinthian helmet.","ROMA","Prow, right.","Four pellets","","","Four pellets","","L","L","","","","","","","","","","","","","","","","","","2025-05-27T04:00:53Z"
"http://numismatics.org/crro/id/rrc-94.1","RRC 94/1","rrc-94.1","","-211","-208","Jupiter||Victory","Victoriatus","Anonymous","Struck","Silver","Uncertain value","Coin","","Campania","","N","","","Laureate head of Jupiter, right. Border of dots.","ROMA","Victory, right, crowning trophy. Line border.","","","N","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:52Z"
"http://numismatics.org/crro/id/rrc-95.1","RRC 95/1","rrc-95.1","","-211","-208","Jupiter||Victory","Victoriatus","VB (Republican Moneyer)","Struck","Silver","Uncertain value","Coin","","","Roman Republic","","","","Laureate head of Jupiter, right. Border of dots. | Laureate, small, head of Jupiter, right. Border of dots.","V͡B ROMA","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:52Z"
"http://numismatics.org/crro/id/rrc-95.2","RRC 95/2","rrc-95.2","","-211","-208","Jupiter||Victory","Half victoriatus","VB (Republican Moneyer)","Struck","Silver","Uncertain value","Coin","","","Roman Republic","","S","","Laureate head of Jupiter, right. Border of dots.","V͡B ROMA","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","S","","","","","","","","2025-05-27T04:01:53Z"
"http://numismatics.org/crro/id/rrc-96.1","RRC 96/1","rrc-96.1","","-211","-211","Jupiter||Victory","Victoriatus","Anonymous","Struck","Silver","Uncertain value","Coin","","Hispania","","","","","Laureate head of Jupiter, right. Border of dots.","ROMA","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:53Z"
"http://numismatics.org/crro/id/rrc-97.1","RRC 97/1","rrc-97.1","","-211","-208","Jupiter||Victory","Victoriatus","Anonymous","Struck","Silver","Luceria","Coin","","Apulia","","","L","","Laureate head of Jupiter, right, with straggling hair. Bead and reel border. | Laureate head of Jupiter, right, with hair falling in three neat ringlets. Bead and reel border. | Laureate, small, head of Jupiter, right. Border of dots.","","Victory, right, crowning trophy. Line border.","","","","","","","","","","","","","","","","","","","","","","","L","","2025-05-27T04:01:53Z"
"http://numismatics.org/crro/id/rrc-97.2","RRC 97/2","rrc-97.2","","-211","-208","Roma||Dioscuri","Quinarius","Anonymous","Struck","Silver","Luceria","Coin","","Apulia","","V","L","","Head of Roma, right, wearing Phrygian helmet. Border of dots.","ROMA","Dioscuri galloping right. Line border.","","","","L","","","V","","","","","","","","","","","","","","","","","","2025-05-27T04:01:53Z"
"http://numismatics.org/crro/id/rrc-97.3","RRC 97/3","rrc-97.3","","-211","-208","Apollo||Dioscuri","Quincussis","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","L","Five pellets","","Laureate head of Apollo, right.","ROMA","Dioscuri galloping right. Line border.","","","","","","","L","","","","","","","","","","","","Five pellets","","","","","","2025-05-27T04:01:53Z"
"http://numismatics.org/crro/id/rrc-97.4","RRC 97/4","rrc-97.4","","-211","-208","Minerva","Triens","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Four pellets||L","Four pellets||L","","Helmeted head of Minerva, right.","ROMA","Prow, right.","Four pellets","","","Four pellets","","L","L","","","","","","","","","","","","","","","","","","2025-05-27T04:01:53Z"
"http://numismatics.org/crro/id/rrc-97.5","RRC 97/5","rrc-97.5","","-211","-208","Hercules","Quadrans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Three pellets||One pellet||Two pellets||L","Three pellets||L||L, Three pellets","","Head of Hercules, right. | Head of Mercury, right.","","Prow, right.","Three pellets","","Three pellets||One pellet||L","Three pellets||L, Three pellets","","L","Two pellets","","","","","","","","","","","","","","","","","","2025-05-27T04:01:53Z"
"http://numismatics.org/crro/id/rrc-97.6","RRC 97/6","rrc-97.6","","-211","-208","Mercury","Sextans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Two pellets","Two pellets","","Head of Mercury, right.","","Prow, right.","Two pellets","","","Two pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:53Z"
"http://numismatics.org/crro/id/rrc-97.7","RRC 97/7","rrc-97.7","","-211","-208","Roma","Uncia","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","One pellet","One pellet","","Helmeted head of Roma, right. | Head of Roma, right, wearing Phrygian helmet.","","Prow, right.","","","","One pellet","","","One pellet","","","","","","","","","","","","","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.8","RRC 97/8","rrc-97.8","","-211","-208","Mercury","Semuncia","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","L","Denominational mark||L","","Head of Mercury, right.","ROMA","Prow, right.","","Denominational mark","L","","","L","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.9","RRC 97/9","rrc-97.9","","-211","-208","Ceres||Victory","Sextans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","","L||S and four pellets","","Head of Ceres, right.","ROMA","Victory in quadriga, right; holding reins in right hand and staff in left hand.","","L","","","","S and four pellets","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.10","RRC 97/10","rrc-97.10","","-211","-208","Saturn","Semis","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","S","S||L","","Laureate head of Saturn, right.","ROMA","Prow, right.","","S","S","","","L","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.11","RRC 97/11","rrc-97.11","","-211","-208","Apollo","Quincussis","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","L","Five pellets","","Laureate head of Apollo, right.","ROMA","Dioscuri galloping right. Line border.","","","","","","","L","","","","","","","","","","","","Five pellets","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.12","RRC 97/12","rrc-97.12","","-211","-208","Minerva","Triens","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Four pellets||L","Four pellets","","Helmeted head of Minerva, right.","ROMA","Prow, right.","Four pellets","","L","Four pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.13","RRC 97/13","rrc-97.13","","-211","-208","Hercules","Quadrans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Three pellets||L","Three pellets","","Head of Hercules, right. | Head of Mercury, right.","","Prow, right.","Three pellets","","Three pellets||L","Three pellets","","","L||Three pellets","","","","","","","","","","","","","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.14","RRC 97/14","rrc-97.14","","-211","-208","Mercury","Sextans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Two pellets","L, Two pellets","","Head of Mercury, right.","ROMA","Prow, right.","Two pellets","","","L, Two pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.15","RRC 97/15","rrc-97.15","","-211","-208","Roma","Uncia","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","One pellet","L, One pellet","","Helmeted head of Roma, right.","ROMA","Prow, right.","","","","L, One pellet","","","One pellet","","","","","","","","","","","","","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-47.1a","RRC 47/1a","rrc-47.1a","http://numismatics.org/crro/id/rrc-47.1","-211","-211","Roma||Dioscuri","Quinarius","Anonymous","Struck","Silver","Uncertain value","Coin","","","","V","","","Helmeted head of Roma, right. Border of dots.","ROMA","Dioscuri galloping right. Line border.","","","","","","","V","","","","","","","","","","","","","","","","","","2025-05-27T04:01:00Z"
"http://numismatics.org/crro/id/rrc-47.1b","RRC 47/1b","rrc-47.1b","http://numismatics.org/crro/id/rrc-47.1","-211","-211","Roma||Dioscuri","Quinarius","Anonymous","Struck","Silver","Uncertain value","Coin","","","","V","","","Helmeted head of Roma, right, with very large nose. Border of dots.","ROMA","Dioscuri galloping right. Line border.","","","","","","","V","","","","","","","","","","","","","","","","","","2025-05-27T04:01:00Z"
"http://numismatics.org/crro/id/rrc-97.16","RRC 97/16","rrc-97.16","","-211","-208","Ceres||Victory","Dextans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","","L||S and four pellets","","Head of Ceres, right.","ROMA","Victory in quadriga, right; holding reins in right hand and staff in left hand.","","L","","S and four pellets","","","","","","","","","","","","","","","S and four pellets","","","","","","2025-05-27T04:01:54Z"
"http://numismatics.org/crro/id/rrc-97.17","RRC 97/17","rrc-97.17","","-211","-208","Saturn","Semis","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","L||S","S","","Laureate head of Saturn, right.","ROMA","Prow, right.","","S","L","","","","S","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.18","RRC 97/18","rrc-97.18","","-211","-208","Minerva","Triens","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Four pellets||L","Four pellets","","Helmeted head of Minerva, right.","","Prow, right.","Four pellets","","L","Four pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.19","RRC 97/19","rrc-97.19","","-211","-208","Hercules","Quadrans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Three pellets","Three pellets||L","","Head of Hercules, right.","ROMA","Prow, right.","","","","Three pellets","","L","Three pellets","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.20","RRC 97/20","rrc-97.20","","-211","-208","Mercury","Sextans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Two pellets||L","Two pellets||L, Two pellets","","Head of Mercury, right.","","Prow, right.","Two pellets","","L","Two pellets||L, Two pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.21","RRC 97/21","rrc-97.21","","-211","-208","Roma","Uncia","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","One pellet","L, One pellet","","Helmeted head of Roma, right.","ROMA","Prow, right.","","","","L, One pellet","","","One pellet","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.22","RRC 97/22","rrc-97.22","","-211","-208","Janus","As","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","I||L||P","I||L","","Laureate head of Janus.","","Prow, right.","I","I","L||P","","","L","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.23","RRC 97/23","rrc-97.23","","-211","-208","Ceres||Victory","Dextans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","","L||S and four pellets","","Head of Ceres, right.","ROMA","Victory in quadriga, right; holding reins in right hand and staff in left hand.","","L","","","","","","","","","","","","","","","","","S and four pellets","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.24","RRC 97/24","rrc-97.24","","-211","-208","Saturn","Semis","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","L||S","S||L","","Laureate head of Saturn, right.","ROMA","Prow, right.","","S","L","","","L","S","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.25","RRC 97/25","rrc-97.25","","-211","-208","Minerva","Triens","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Four pellets||L","Four pellets||L","","Helmeted head of Minerva, right.","ROMA","Prow, right.","Four pellets","","L","Four pellets","","L","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.26","RRC 97/26","rrc-97.26","","-211","-208","Hercules","Quadrans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Three pellets","Three pellets||L","","Head of Hercules, right.","ROMA","Prow, right.","","","","Three pellets","","L","Three pellets","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.27","RRC 97/27","rrc-97.27","","-211","-208","Mercury","Sextans","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","Two pellets||L","Two pellets","","Head of Mercury, right.","ROMA","Prow, right.","Two pellets","","L","Two pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-97.28","RRC 97/28","rrc-97.28","","-211","-208","Janus","As","Anonymous","Struck","Bronze","Luceria","Coin","","Apulia","","I||L","I||L","","Laureate head of Janus.","ROMA","Prow, right.","I","I","L","","","L","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-98A.1","RRC 98A/1","rrc-98A.1","","-211","-210","Jupiter||Victory","Victoriatus","LT (Republican Moneyer)","Struck","Silver","Luceria","Coin","","Apulia","Roman Republic","L","T||⥝","","Laureate, small, head of Jupiter, right. Border of dots. | Laureate head of Jupiter, right. Border of dots.","","Victory, right, crowning trophy. Line border.","","","L","","","","","","","","","","","","","","","","","","","","T||⥝","","2025-05-27T04:01:55Z"
"http://numismatics.org/crro/id/rrc-98A.2","RRC 98A/2","rrc-98A.2","","-211","-210","Minerva","Half victoriatus","LT (Republican Moneyer)","Struck","Silver","Luceria","Coin","","Apulia","Roman Republic","L","T||S","","Head of Minerva, right, wearing Corinthian helmet. Border of dots.","ROMA","Horseman, left. Line border","","","L","T","","","","S","","","","","","","","","","","","","","","","","2025-05-27T04:01:56Z"
"http://numismatics.org/crro/id/rrc-98A.3","RRC 98A/3","rrc-98A.3","","-211","-210","Roma||Dioscuri","Quinarius","LT (Republican Moneyer)","Struck","Silver","Luceria","Coin","","Apulia","Roman Republic","L||V","","","Head of Roma, right, wearing Phrygian helmet. Border of dots.","ROMA","Dioscuri galloping right. Line border.","","","L","","","","V","","","","","","","","","","","","","","","","","","2025-05-27T04:01:56Z"
"http://numismatics.org/crro/id/rrc-98A.4","RRC 98A/4","rrc-98A.4","","-211","-210","Roma||Dioscuri","Sestertius","LT (Republican Moneyer)","Struck","Silver","Luceria","Coin","","Apulia","Roman Republic","L||IIS","","","Head of Roma, right, wearing Phrygian helmet. Border of dots.","","Dioscuri galloping right. Line border.","","","L","","","","IIS","","","","","","","","","","","","","","","","","","2025-05-27T04:01:56Z"
"http://numismatics.org/crro/id/rrc-98A.5","RRC 98A/5","rrc-98A.5","","-211","-210","Mercury","Quadrans","LT (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","Three pellets||L","Three pellets||T","","Head of Mercury, right.","ROMA","Prow, right.","Three pellets","","L","Three pellets","","T","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:56Z"
"http://numismatics.org/crro/id/rrc-98A.6","RRC 98A/6","rrc-98A.6","","-211","-210","Minerva||Dioscuri","Sextans","LT (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","Two pellets||L","T","","Head of Minerva, right, wearing Corinthian helmet.","ROMA","Dioscuri galloping right. Line border.","","","Two pellets","","L","T","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:57Z"
"http://numismatics.org/crro/id/rrc-98A.7","RRC 98A/7","rrc-98A.7","","-211","-210","Roma||Dioscuri","Uncia","LT (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","L||One pellet","T||One pellet","","Head of Roma, right, wearing Phrygian helmet.","ROMA","One of the Dioscuri, right.","","","L","T","","","One pellet","One pellet","","","","","","","","","","","","","","","","","2025-05-27T04:01:57Z"
"http://numismatics.org/crro/id/rrc-98A.8","RRC 98A/8","rrc-98A.8","","-211","-210","Dioscuri","Semuncia","LT (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","T","L","","Jugate heads of Dioscuri, right, wearing pilei bound with laurel-wreath.","","Two horses (of the Dioscuri) galloping, right; above each horse, star.","","","","","","","T","","","","","","","","","","","","L","","","","","","2025-05-27T04:01:57Z"
"http://numismatics.org/crro/id/rrc-98B.1","RRC 98B/1","rrc-98B.1","","-211","-211","Roma||Dioscuri","Quinarius","Anonymous","Struck","Silver","Luceria","Coin","","Apulia","","V","","","Helmeted head of Roma, right. Border of dots.","ROMA","Dioscuri galloping right. Line border.","","","","","","","V","","","","","","","","","","","","","","","","","","2025-05-27T04:01:57Z"
"http://numismatics.org/crro/id/rrc-99.1","RRC 99/1","rrc-99.1","","-209","-208","Janus","As","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","I||P","I||P","","Laureate head of Janus.","ROMA","Prow, right.","I","I","P","","","P","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:57Z"
"http://numismatics.org/crro/id/rrc-99.2","RRC 99/2","rrc-99.2","","-209","-208","Ceres||Victory","Dextans","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","P","S and four pellets||P||P, S and four pellets","","Head of Ceres, right.","","Victory in quadriga, right; holding reins in right hand and staff in left hand.","","","","P","","","P","","","","","","","","","","","","S and four pellets||P, S and four pellets","","","","","","2025-05-27T04:01:58Z"
"http://numismatics.org/crro/id/rrc-99.3","RRC 99/3","rrc-99.3","","-209","-208","Saturn","Semis","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","P||S","P, S","","Laureate head of Saturn, right.","ROMA","Prow, right.","","P, S","P","","","","S","","","","","","","","","","","","","","","","","","2025-05-27T04:01:58Z"
"http://numismatics.org/crro/id/rrc-99.4","RRC 99/4","rrc-99.4","","-209","-208","Apollo","Quincussis","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","P","Five pellets","","Laureate head of Apollo, right.","ROMA","Dioscuri galloping right. Line border.","","","","","","","P","","","","","","","","","","","","Five pellets","","","","","","2025-05-27T04:01:59Z"
"http://numismatics.org/crro/id/rrc-99.5","RRC 99/5","rrc-99.5","","-209","-208","Minerva","Triens","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","Four pellets||P","Four pellets||P","","Helmeted head of Minerva, right.","ROMA","Prow, right.","Four pellets","","P","Four pellets","","P","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:59Z"
"http://numismatics.org/crro/id/rrc-99.6","RRC 99/6","rrc-99.6","","-209","-208","Hercules","Quadrans","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","Three pellets (denominational mark), P","Three pellets||P","","Head of Hercules, right.","ROMA","Prow, right.","","","","Three pellets","","P","Three pellets (denominational mark), P","","","","","","","","","","","","","","","","","","2025-05-27T04:01:59Z"
"http://numismatics.org/crro/id/rrc-99.7","RRC 99/7","rrc-99.7","","-209","-208","Mercury","Sextans","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","Two pellets||P","P, Two pellets","","Head of Mercury, right.","ROMA","Prow, right.","Two pellets","","P","P, Two pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:59Z"
"http://numismatics.org/crro/id/rrc-99.8","RRC 99/8","rrc-99.8","","-209","-208","Roma","Uncia","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","One pellet","P, One pellet||One pellet (denominational mark), P","","Helmeted head of Roma, right.","","Prow, right.","","","","P, One pellet||One pellet (denominational mark), P","","","One pellet","","","","","","","","","","","","","","","","","","2025-05-27T04:01:59Z"
"http://numismatics.org/crro/id/rrc-99.9","RRC 99/9","rrc-99.9","","-209","-208","Mercury","Semuncia","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","","Σ (denominational mark), P","","Head of Mercury, right.","ROMA","Prow, right.","","","","Σ (denominational mark), P","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:59Z"
"http://numismatics.org/crro/id/rrc-99.10","RRC 99/10","rrc-99.10","","-209","-208","Janus","As","P (Republican Moneyer)","Struck","Bronze","Luceria","Coin","","Apulia","Roman Republic","","I||P","","Laureate head of Janus.","ROMA","Prow, right.","","I","","","","P","","","","","","","","","","","","","","","","","","","2025-05-27T04:01:59Z"
"http://numismatics.org/crro/id/rrc-100.1","RRC 100/1","rrc-100.1","","-209","-208","Janus","As","Anonymous","Struck","Bronze","Canusium","Coin","","Apulia","","I","I","CA","Laureate head of Janus.","CA ROMA | C/A ROMA","Prow, right.","I","I","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:02:00Z"
"http://numismatics.org/crro/id/rrc-100.2","RRC 100/2","rrc-100.2","","-209","-208","Saturn","Semis","Anonymous","Struck","Bronze","Canusium","Coin","","Apulia","","S","S","CA","Laureate head of Saturn, right.","CA ROMA","Prow, right.","","S","","","","","S","","","","","","","","","","","","","","","","","","2025-05-27T04:02:00Z"
"http://numismatics.org/crro/id/rrc-100.3","RRC 100/3","rrc-100.3","","-209","-208","Minerva","Triens","Anonymous","Struck","Bronze","Canusium","Coin","","Apulia","","Four pellets","Four pellets","CA","Helmeted head of Minerva, right.","ROMA CA","Prow, right.","Four pellets","","","Four pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:02:00Z"
"http://numismatics.org/crro/id/rrc-100.4","RRC 100/4","rrc-100.4","","-209","-208","Hercules","Quadrans","Anonymous","Struck","Bronze","Canusium","Coin","","Apulia","","Three pellets","Three pellets","","Head of Hercules, right.","ROMA CA","Prow, right.","Three pellets","","","Three pellets","","","Three pellets","","","","","","","","","","","","","","","","","","2025-05-27T04:02:00Z"
"http://numismatics.org/crro/id/rrc-100.5","RRC 100/5","rrc-100.5","","-209","-208","Mercury","Sextans","Anonymous","Struck","Bronze","Canusium","Coin","","Apulia","","Two pellets","Two pellets","CA","Head of Mercury, right.","ROMA CA","Prow, right.","Two pellets","","","Two pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:02:01Z"
"http://numismatics.org/crro/id/rrc-100.6","RRC 100/6","rrc-100.6","","-209","-208","Roma","Uncia","Anonymous","Struck","Bronze","Canusium","Coin","","Apulia","","One pellet","One pellet","","Helmeted head of Roma, right.","","Prow, right.","","","","One pellet","","","One pellet","","","","","","","","","","","","","","","","","","2025-05-27T04:02:01Z"
"http://numismatics.org/crro/id/rrc-100.7","RRC 100/7","rrc-100.7","","-209","-208","Mercury","Semuncia","Anonymous","Struck","Bronze","Canusium","Coin","","Apulia","","","One pellet","CA","Head of Mercury, right.","ROMA CA","Prow, right.","","","","One pellet","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:02:02Z"
