"URI","Title","RecordId","ParentType URI","From Date","To Date","Deity","Denomination","Issuer","Manufacture","Material","Mint","Object Type","Portrait","Region","State","Symbol_obv","Symbol_rev","Obverse Legend","Obverse Type","Reverse Legend","Reverse Type","Obverse Above","Reverse Above","Obverse Below","Reverse Below","Obverse Before","Reverse Before","Obverse Behind","Reverse Behind","Obverse Above or Behind","Obverse Behind or Before","Obverse Below or Behind","Obverse In Field","Reverse In Field","Obverse Left Field","Reverse Left Field","Obverse Right Field","Reverse Right Field","Obverse Exergue","Reverse Exergue","Obverse After Legend","Reverse Above, or Above and Below","Reverse Above, Below, or Both","Reverse Center","Reverse At Base","Date Record Modified"
"http://numismatics.org/crro/id/rrc-1.1","RRC 1/1","rrc-1.1","","-326","-242","Apollo","Uncertain value","Anonymous","Struck","Bronze","Neapolis","Coin","","Campania","","","","","Laureate head of Apollo, right.","ΡΩΜΑΙΩΝ","Forepart of man-headed bull walking right; flank of bull is decorated by star.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:23Z"
"http://numismatics.org/crro/id/rrc-2.1","RRC 2/1","rrc-2.1","","-300","-300","Minerva","Uncertain value","Anonymous","Struck","Bronze","Uncertain value","Coin","","","","","","","Head of Minerva, right, wearing Attic helmet decorated with sea-horse.","[R]OMANO","Man-headed bull, right; above, star.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:28Z"
"http://numismatics.org/crro/id/rrc-3.1","RRC 3/1","rrc-3.1","","-280","-242","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Two cornucopiae?","ROM[ANOM]","Branch.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:28Z"
"http://numismatics.org/crro/id/rrc-4.1","RRC 4/1","rrc-4.1","","-280","-250","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Eagle facing with outspread wings and head right, perched on thunderbolt.","ROMANOM","Pegasus flying left.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:34Z"
"http://numismatics.org/crro/id/rrc-5.1","RRC 5/1","rrc-5.1","","-280","-250","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Bull, right.","","Bull, left.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:45Z"
"http://numismatics.org/crro/id/rrc-6.1","RRC 6/1","rrc-6.1","","-280","-242","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Corn-ear with dot on either side of stem.","","Tripod.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:48Z"
"http://numismatics.org/crro/id/rrc-7.1","RRC 7/1","rrc-7.1","","-280","-250","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Oval shield, seen from outside.","","Oval shield, seen from inside.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:49Z"
"http://numismatics.org/crro/id/rrc-8.1","RRC 8/1","rrc-8.1","","-280","-250","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Sword.","","Scabbard.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:58Z"
"http://numismatics.org/crro/id/rrc-9.1","RRC 9/1","rrc-9.1","","-280","-250","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Elephant, right.","","Sow, left.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:03Z"
"http://numismatics.org/crro/id/rrc-10.1","RRC 10/1","rrc-10.1","","-280","-250","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Anchor.","","Tripod.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:04Z"
"http://numismatics.org/crro/id/rrc-11.1","RRC 11/1","rrc-11.1","","-260","-242","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Trident tied with fillet.","","Caduceus tied with fillet.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:05Z"
"http://numismatics.org/crro/id/rrc-12.1","RRC 12/1","rrc-12.1","","-280","-250","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Two chickens facing each other. Between them, two stars.","","Two tridents with handles outwards; between, two dolphins.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:06Z"
"http://numismatics.org/crro/id/rrc-13.1","RRC 13/1","rrc-13.1","","-280","-276","Mars","Didrachm","Anonymous","Struck","Silver","Metapontum","Coin","","Lucania","","","","","Head of Mars, left, wearing Corinthian helmet; behind, oak-spray.","ROMANO","Horse's head, right, on base with inscription; behind, corn ear.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:07Z"
"http://numismatics.org/crro/id/rrc-13.2","RRC 13/2","rrc-13.2","","-280","-276","Mars","Litra","Anonymous","Struck","Silver","Metapontum","Coin","","Lucania","","","","","Head of Mars, right, wearing Corinthian helmet. Border of dots.","ROMANO","Horse's head, right; behind, corn ear.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:08Z"
"http://numismatics.org/crro/id/rrc-14.1","RRC 14/1","rrc-14.1","","-280","-276","Dioscuri||Mercury","As","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","I","I","","Janiform head of Dioscuri, hair tied with band.","","Head of Mercury, left.","I","I","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:08Z"
"http://numismatics.org/crro/id/rrc-14.2","RRC 14/2","rrc-14.2","","-280","-276","Minerva","Semis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","S","S","","Head of Minerva, left, wearing Corinthian helmet.","","Female head, left.","","","S","S","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:10Z"
"http://numismatics.org/crro/id/rrc-14.3","RRC 14/3","rrc-14.3","","-280","-276","","Triens","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets","Four pellets","","Thunderbolt.","","Dolphin, right.","","","","Four pellets","","","","","","","","","","Two pellets","","Two pellets","","","","","","","","","2025-05-27T04:00:11Z"
"http://numismatics.org/crro/id/rrc-14.4","RRC 14/4","rrc-14.4","","-280","-276","","Quadrans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Three pellets","Three pellets","","Right hand.","","Two grains of barley.","","","","","","","","","","","","","","Three pellets","","","","","","","","","Three pellets","","2025-05-27T04:00:15Z"
"http://numismatics.org/crro/id/rrc-14.5","RRC 14/5","rrc-14.5","","-280","-276","","Sextans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets","One pellet","","Scallop shell, seen from outside.","","Caduceus.","","","Two pellets","","","","","","","","","","","","One pellet","","One pellet","","","","","","","","2025-05-27T04:00:16Z"
"http://numismatics.org/crro/id/rrc-14.6","RRC 14/6","rrc-14.6","","-280","-276","","Uncia","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","One pellet","","","Knucklebone, seen from outside.","","Denominational mark.","","","One pellet","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:16Z"
"http://numismatics.org/crro/id/rrc-14.7","RRC 14/7","rrc-14.7","","-280","-276","","Semuncia","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","","","Acorn.","Ancient Greek Σ","Denominational mark.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:16Z"
"http://numismatics.org/crro/id/rrc-15.1","RRC 15/1","rrc-15.1","","-275","-270","Apollo","Didrachm","Anonymous","Struck","Silver","Uncertain value","Coin","","","","","Eight-rayed star||Sixteen-rayed star","ROMANO","Laureate head of Apollo, left. Border of dots.","","Horse galloping right. Line border.","","Eight-rayed star||Sixteen-rayed star","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:17Z"
"http://numismatics.org/crro/id/rrc-16.1","RRC 16/1","rrc-16.1","","-275","-270","","Double-litra","Anonymous","Struck","Bronze","Italy (South)","Coin","","","","","","","Female head, right; hair bound with ribbon. Border of dots. | Female head, left; hair bound with ribbon. Border of dots.","ROMANO","Lion walking right, usually holding spear in mouth.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:20Z"
"http://numismatics.org/crro/id/rrc-3.1a","RRC 3/1a","rrc-3.1a","http://numismatics.org/crro/id/rrc-3.1","-280","-242","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Two cornucopiae?","ROM[ANOM]","Branch.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:30Z"
"http://numismatics.org/crro/id/rrc-3.1b","RRC 3/1b","rrc-3.1b","http://numismatics.org/crro/id/rrc-3.1","-280","-242","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Two cornucopiae?","","Branch.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:33Z"
"http://numismatics.org/crro/id/rrc-17.1","RRC 17/1","rrc-17.1","","-269","-269","Minerva","Litra","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","","","Helmeted head of Minerva, left. Usually border of dots. | Helmeted head of Minerva, right. Usually border of dots. | Helmeted head of Minerva, right; usually star behind. Usually border of dots.","ROAMOC | ROMAMO","Horse's head, right, with bridle, usually on base. | Horse's head, left, with bridle, usually on base.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:24Z"
"http://numismatics.org/crro/id/rrc-4.1a","RRC 4/1a","rrc-4.1a","http://numismatics.org/crro/id/rrc-4.1","-280","-250","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Eagle facing with outspread wings and head right, perched on thunderbolt.","ROMANOM","Pegasus flying left.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:38Z"
"http://numismatics.org/crro/id/rrc-4.1b","RRC 4/1b","rrc-4.1b","http://numismatics.org/crro/id/rrc-4.1","-280","-242","","","Anonymous","Struck","Bronze","Rome","Ingot","","Latium","","","","","Eagle facing with outspread wings and head right, perched on thunderbolt.","","Pegasus flying left.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T03:59:42Z"
"http://numismatics.org/crro/id/rrc-18.1","RRC 18/1","rrc-18.1","","-275","-270","Apollo","As","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","I","I","","Head of Apollo, right, with hair tied back with band.","","Head of Apollo, left, with hair tied back with band.","I","I","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:29Z"
"http://numismatics.org/crro/id/rrc-18.2","RRC 18/2","rrc-18.2","","-275","-270","","Semis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","S","S","","Pegasus, right.","","Pegasus, left.","","","S","S","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:31Z"
"http://numismatics.org/crro/id/rrc-18.3","RRC 18/3","rrc-18.3","","-275","-270","","Triens","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Four pellets","Four pellets","","Horse's head, right.","","Horse's head, left.","","","Four pellets","Four pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:31Z"
"http://numismatics.org/crro/id/rrc-18.4","RRC 18/4","rrc-18.4","","-275","-270","","Quadrans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Three pellets","Three pellets","","Boar, right.","","Boar, left.","","","Three pellets","Three pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:31Z"
"http://numismatics.org/crro/id/rrc-18.5","RRC 18/5","rrc-18.5","","-275","-270","Dioscuri","Sextans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets","Two pellets","","Head of one of the Dioscuri, right.","","Head of one of the Dioscuri, left.","","","","","","","Two pellets","Two pellets","","","","","","","","","","","","","","","","","2025-05-27T04:00:31Z"
"http://numismatics.org/crro/id/rrc-18.6","RRC 18/6","rrc-18.6","","-275","-270","","Uncia","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","One pellet","One pellet","","Barley-grain.","","Barley grain.","","","","","","","","","","","","One pellet","One pellet","","","","","","","","","","","","2025-05-27T04:00:31Z"
"http://numismatics.org/crro/id/rrc-19.1","RRC 19/1","rrc-19.1","","-275","-270","Dioscuri||Apollo","As","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","","","Head of one of the Dioscuri, left.","","Head of Apollo, left, with hair tied back with band.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:33Z"
"http://numismatics.org/crro/id/rrc-19.2","RRC 19/2","rrc-19.2","","-275","-270","Roma","Semis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","S","S","","Head of Roma, left, wearing Phrygian helmet.","","Female head, left, with upstanding curls of hair in front.","","","","","S","S","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:33Z"
"http://numismatics.org/crro/id/rrc-20.1","RRC 20/1","rrc-20.1","","-269","-266","Hercules","Didrachm","Anonymous","Struck","Silver","Rome","Coin","","Latium","","","","","Head of Hercules, right, with hair bound with ribbon; with club and lionskin over shoulder. Border of dots.","ROMANO","She-wolf, right, suckling twins.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:34Z"
"http://numismatics.org/crro/id/rrc-21.1","RRC 21/1","rrc-21.1","","-269","-266","Roma","As","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","I","I","","Head of Roma wearing Phrygian helmet, right.","","Head of Roma, left, wearing Phrygian helmet.","","","","","","","I","I","","","","","","","","","","","","","","","","","2025-05-27T04:00:35Z"
"http://numismatics.org/crro/id/rrc-21.2","RRC 21/2","rrc-21.2","","-269","-266","Minerva","Semis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","S","S","","Head of Minerva, right, wearing Corinthian helmet.","","Head of Minerva, left, wearing Corinthian helmet.","","","S","S","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:35Z"
"http://numismatics.org/crro/id/rrc-21.3","RRC 21/3","rrc-21.3","","-269","-266","","Triens","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets","Two pellets","","Thunderbolt.","","Thunderbolt.","","","","","","","","","","","","","","Two pellets","Two pellets","Two pellets","Two pellets","","","","","","","","2025-05-27T04:00:36Z"
"http://numismatics.org/crro/id/rrc-21.4","RRC 21/4","rrc-21.4","","-269","-266","","Quadrans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Three pellets","Three pellets","","Right hand.","","Left hand.","","","","","","","","","","","","Three pellets","Three pellets","","","","","","","","","","","","2025-05-27T04:00:36Z"
"http://numismatics.org/crro/id/rrc-21.5","RRC 21/5","rrc-21.5","","-269","-266","","Sextans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets","","","Scallop shell, seen from outside.","","Scallop shell, seen from inside.","","","Two pellets","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:36Z"
"http://numismatics.org/crro/id/rrc-21.6","RRC 21/6","rrc-21.6","","-269","-266","","Uncia","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","One pellet","","","Knucklebone, seen from outside.","","Knucklebone, seen from inside.","","","","","","","","","","","","One pellet","","","","","","","","","","","","","2025-05-27T04:00:37Z"
"http://numismatics.org/crro/id/rrc-21.7","RRC 21/7","rrc-21.7","","-269","-266","","Semuncia","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Σ","Σ","","Acorn.","","Acorn.","","","","","","","","","","","","Σ","Σ","","","","","","","","","","","","2025-05-27T04:00:37Z"
"http://numismatics.org/crro/id/rrc-22.1","RRC 22/1","rrc-22.1","","-265","-242","Roma||Victory","Didrachm","Anonymous","Struck","Silver","Rome","Coin","","Latium","","Control-symbol","Control-letter","","Head of Roma, right, wearing Phrygian helmet. Border of dots.","ROMANO","Victory, right; attaching wreath to palm-branch. Line border.","","","","","","Control-letter","Control-symbol","","","","","","","","","","","","","","","","","","2025-05-27T04:00:37Z"
"http://numismatics.org/crro/id/rrc-23.1","RRC 23/1","rrc-23.1","","-264","-264","Minerva","","Anonymous","Struck","Bronze","Messana","Coin","","Sicily","","Control-symbol","Sword","ROMANO","Head of Minerva, left, wearing Corinthian helmet decorated with gryphon. Border of dots.","ROMANO","Eagle on thunderbolt. Border of dots.","","","","","","Sword","Control-symbol","","","","","","","","","","","","","","","","","","2025-05-27T04:00:38Z"
"http://numismatics.org/crro/id/rrc-24.1","RRC 24/1","rrc-24.1","","-265","-242","Roma","Tressis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","III","","","Head of Roma wearing Phrygian helmet, right.","","Wheel of six spokes, between two of which, denominational mark.","","","","","","","III","","","","","","","","","","","","","","","","","","2025-05-27T04:00:38Z"
"http://numismatics.org/crro/id/rrc-24.2","RRC 24/2","rrc-24.2","","-265","-242","Roma","Dupondius","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","II","","","Head of Roma wearing Phrygian helmet, right.","","Wheel of six spokes, between two of which, denominational mark.","","","","","","","II","","","","","","","","","","","","","","","","","","2025-05-27T04:00:38Z"
"http://numismatics.org/crro/id/rrc-24.3","RRC 24/3","rrc-24.3","","-265","-242","Roma","As","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","I","","","Head of Roma wearing Phrygian helmet, right.","","Wheel of six spokes, between two of which, denominational mark.","","","","","","","I","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-24.4","RRC 24/4","rrc-24.4","","-265","-242","","Semis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","S","","","Bull, left.","","Wheel of six spokes, between two of which, denominational mark.","","","S","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-24.5","RRC 24/5","rrc-24.5","","-265","-242","","Triens","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets","","","Horse, left.","","Wheel of six spokes, between spokes, denominational mark.","Two pellets","","Two pellets","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-24.6","RRC 24/6","rrc-24.6","","-265","-242","","Quadrans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Three pellets","","","Dog, left. | Dog, right.","","Wheel of six spokes, between spokes, denominational mark.","","","","","","","","","","","","","","","","","","Three pellets","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-24.7","RRC 24/7","rrc-24.7","","-265","-242","","Sextans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","","","Tortoise.","","Wheel of six spokes, between spokes, denominational mark.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.1","RRC 25/1","rrc-25.1","","-241","-235","Mars","Didrachm","Anonymous","Struck","Silver","Rome","Coin","","Latium","","","Sickle","","Head of Mars, right, beardless, wearing Corinthian helmet decorated with a gryphon. Border of dots.","ROMA","Horse's head, right, with bridle.","","","","","","","","Sickle","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.2","RRC 25/2","rrc-25.2","","-241","-235","Mars","Drachma","Anonymous","Struck","Silver","Rome","Coin","","Latium","","","Sickle","","Head of Mars, right, beardless, wearing Corinthian helmet. Border of dots.","ROMA","Horse's head, right, with bridle.","","","","","","","","Sickle","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.3","RRC 25/3","rrc-25.3","","-241","-235","Mars","Litra","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","Sickle","","Head of Mars, right, beardless, wearing Corinthian helmet. Border of dots.","ROMA","Horse's head, right, with bridle.","","","","","","","","Sickle","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.4","RRC 25/4","rrc-25.4","","-241","-235","Dioscuri||Mercury","As","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","Sickle","","Janiform head of Dioscuri, hair tied with band.","","Head of Mercury, left.","","","","","","","","Sickle","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.5","RRC 25/5","rrc-25.5","","-241","-235","Minerva","Semis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","S","S||Sickle","","Head of Minerva, left, wearing Corinthian helmet.","","Female head, left.","","","S","S","","","","Sickle","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.6","RRC 25/6","rrc-25.6","","-241","-235","","Triens","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets","Sickle||Four pellets","","Thunderbolt.","","Dolphin, right.","","Sickle","","Four pellets","","","","","","","","","","Two pellets","","Two pellets","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.7","RRC 25/7","rrc-25.7","","-241","-235","","Quadrans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Three pellets||Sickle","Three pellets","","Right hand.","","Two grains of barley.","","","","","","","","","","","","","","Three pellets","","Sickle","","","","","","","Three pellets","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.8","RRC 25/8","rrc-25.8","","-241","-235","","Sextans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets","One pellet||Sickle, One pellet","","Scallop shell, seen from outside.","","Caduceus.","","","Two pellets","","","","","","","","","","","","One pellet","","Sickle, One pellet","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-25.9","RRC 25/9","rrc-25.9","","-241","-235","","Uncia","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","Sickle","","Knucklebone, seen from outside.","","Denominational mark.","","","","","","","","","","","","","Sickle","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-26.1","RRC 26/1","rrc-26.1","","-234","-231","Apollo","Didrachm","Anonymous","Struck","Silver","Rome","Coin","","Latium","","","","","Laureate head of Apollo, right. Border of dots.","ROMA","Horse galloping left.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-26.2","RRC 26/2","rrc-26.2","","-234","-231","Apollo","Drachma","Anonymous","Struck","Silver","Rome","Coin","","Latium","","","","","Laureate head of Apollo, right. Border of dots.","ROMA","Horse galloping left.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-26.3","RRC 26/3","rrc-26.3","","-234","-231","Apollo","Litra","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","","","Laureate head of Apollo, right. Border of dots.","ROMA","Horse galloping left, with bridle.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-26.4","RRC 26/4","rrc-26.4","","-234","-231","Roma","Half-litra","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","","","","Head of Roma, right, wearing Phrygian helmet.","ROMA","Dog, right.","","","","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-26.5","RRC 26/5","rrc-26.5","","-234","-231","Apollo","As","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Acorn","Acorn","","Head of Apollo, right, with hair tied back with band.","","Head of Apollo, left, with hair tied back with band.","","","","","","","Acorn","Acorn","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-26.6","RRC 26/6","rrc-26.6","","-234","-231","","Semis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","S||Acorn","S","","Pegasus, right.","","Pegasus, left.","S","S","Acorn","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-26.7","RRC 26/7","rrc-26.7","","-234","-231","","Quadrans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Acorn||Three pellets","Acorn||Three pellets","","Boar, right.","","Boar, left.","Acorn","Acorn","Three pellets","Three pellets","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-26.8","RRC 26/8","rrc-26.8","","-234","-231","Dioscuri","Sextans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Acorn","Acorn","","Head of one of the Dioscuri, right.","","Head of one of the Dioscuri, left.","","","","","","","Acorn","Acorn","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.1","RRC 27/1","rrc-27.1","","-230","-226","Mars","Didrachm","Anonymous","Struck","Silver","Rome","Coin","","Latium","","Club","Club","","Head of Mars, right, beardless, wearing Corinthian helmet. Border of dots.","ROMA","Horse galloping right. Line border.","","Club","","","","","Club","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.2","RRC 27/2","rrc-27.2","","-230","-226","Mars","Litra","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Club","","","Head of Mars, right, beardless, wearing Corinthian helmet. Border of dots.","ROMA","Horse galloping right. Line border.","","","","","","","Club","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.3","RRC 27/3","rrc-27.3","","-230","-226","Hercules","Double-litra","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Club","Club","","Head of Hercules, right.","ROMA","Pegasus galloping right.","","Club","Club","","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.4","RRC 27/4","rrc-27.4","","-230","-226","Hercules","Litra","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Club||L","Bow","","Head of Hercules, right.","ROMA","Pegasus galloping right.","","Bow","Club","","L","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.5","RRC 27/5","rrc-27.5","","-230","-226","Roma","As","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Club","Club","","Head of Roma, right, wearing Phrygian helmet.","","Head of Roma, left, wearing Phrygian helmet.","","","","","","","Club","Club","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.6","RRC 27/6","rrc-27.6","","-230","-226","Minerva","Semis","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","S","S","","Head of Minerva, right, wearing Corinthian helmet.","","Head of Minerva, left, wearing Corinthian helmet.","","","S","S","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.7","RRC 27/7","rrc-27.7","","-230","-226","","Triens","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Club, Two pellets||Two pellets","Two pellets||Club, Two pellets","","Thunderbolt.","","Thunderbolt.","","","","","","","","","","","","","","Club, Two pellets","Two pellets","Two pellets","Club, Two pellets","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.8","RRC 27/8","rrc-27.8","","-230","-226","","Quadrans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Three pellets||Club","Club||Three pellets","","Right hand.","","Left hand.","","","","","","","","","","","","","","Three pellets","Club","Club","Three pellets","","","","","","","","2025-05-27T04:00:39Z"
"http://numismatics.org/crro/id/rrc-27.9","RRC 27/9","rrc-27.9","","-230","-226","","Sextans","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Two pellets (denominational mark), club","Club","","Scallop shell, seen from outside.","","Scallop shell, seen from inside.","","","Two pellets (denominational mark), club","Club","","","","","","","","","","","","","","","","","","","","","2025-05-27T04:00:40Z"
"http://numismatics.org/crro/id/rrc-27.10","RRC 27/10","rrc-27.10","","-230","-226","","Uncia","Anonymous","Struck","Bronze","Rome","Coin","","Latium","","Club","Club","","Knucklebone, seen from outside.","","Knucklebone, seen from inside.","","","","","","","","","","","","Club","Club","","","","","","","","","","","","2025-05-27T04:00:40Z"
